Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
@caroladelperu,@caroladelperu,,User,,,,,,,Sun Sep 05 10:46:31 CEST 2010,,,,Orgullosa tía de Eduardo Otárola. Abogada limeña y mazamorrera. Especialista en Gobierno Abierto. Mamá de Bella y Mina.,,http://pbs.twimg.com/profile_images/716667379049177088/4I4nVlID_bigger.jpg,1056,461,🇵🇪CaroladelPeru🇵🇪,Peru,,,
@canvasrsc,@canvasrsc,,User,,,,,,,Fri Mar 21 15:37:16 CET 2014,,,,"Especialistas en responsabilidad corporativa.
Impulsamos el liderazgo social para un futuro #sostenible.
Proud to be a #BCorp!",,http://pbs.twimg.com/profile_images/1238078267552411649/httimzpk_bigger.jpg,1318,1840,CANVAS Estrategias Sostenibles,,,,
@cachalaco,@cachalaco,<[2020-04-25T15:26:14.094Z]>,User,,,,,,,Sat May 08 17:42:49 CEST 2010,,,,"Activista Político,  Ambientalista y luchador social.  Amante de mi tierra y del buen café. Estudié en @utpl",,http://pbs.twimg.com/profile_images/1163126158835294208/0gijICYk_bigger.jpg,1248,1614,Carlos Chalaco,"Ecuador, Loja",,,
@kinttolucas,@kinttolucas,<[2020-04-25T15:26:14.094Z]>,User,,,,,,,Wed Aug 10 19:33:07 CEST 2011,,,,Escritor y periodista uruguayo-ecuatoriano. Ex vicecanciller de Ecuador. Máster en Literatura Española e Hispanoamericana. Más de 25 libros. Varios premios.,,http://pbs.twimg.com/profile_images/1254118584424464384/kORHlrPo_bigger.jpg,1841,15288,Kintto Lucas,"Quito, Ecuador",,,
@nerea_blanxart,@nerea_blanxart,<[2020-04-25T15:26:25.190Z]>,User,,,,,,,Thu May 05 18:59:38 CEST 2011,,,,Mami de l'Emma,,http://pbs.twimg.com/profile_images/482280664499494914/lrl66NHE_bigger.jpeg,432,75,Nerea Blanxart,Siempre nos quedará París,,,
@restaurathyssen,@restaurathyssen,"<[2020-04-25T15:26:25.190Z, 2020-04-25T15:45:25.258Z, 2020-04-25T17:27:34.496Z, 2020-04-25T17:42:41.640Z, 2020-04-25T18:13:56.400Z, 2020-04-25T21:36:06.865Z, 2020-04-26T13:54:38.545Z, 2020-04-26T15:31:30.635Z, 2020-04-26T19:40:09.333Z, 2020-04-26T20:22:40.575Z, 2020-04-27T08:07:23.172Z, 2020-04-29T23:36:33.851Z, 2020-05-01T18:14:02.032Z]>",User,,,,,,,Mon Jan 26 11:00:02 CET 2015,,,,Área de restauración del Museo Nacional Thyssen-Bornemisza,,http://pbs.twimg.com/profile_images/1255037643550871553/YbynxBv0_bigger.jpg,580,5205,Restauración Thyssen,Madrid,,,
@teran_vip2,@teran_vip2,<[2020-04-25T15:27:34.015Z]>,User,,,,,,,Thu Jul 06 21:57:22 CEST 2017,,,,"💫PRINCESA DE FUEGO 💫
↘️edecán y Modelo ↙️
🔞🔞+21 NFSW 

↘️Disponible 24/7↙️

SOLO WHATSAPP 👌👌♥️💋
↘️💫5568904829💫↙️",,http://pbs.twimg.com/profile_images/1237481944717418496/go1qXOzb_bigger.jpg,109,50536,Princess_@teran,"ciudad de México ",,,
@marianita_hot20,@marianita_hot20,"<[2020-04-25T15:27:34.015Z, 2020-04-25T15:38:22.181Z, 2020-04-25T15:51:47.037Z, 2020-04-25T16:05:12.499Z, 2020-04-25T16:06:10.251Z, 2020-04-25T16:06:36.868Z, 2020-04-25T16:10:22.557Z, 2020-04-25T16:28:02.246Z, 2020-04-25T16:36:08.806Z, 2020-04-25T16:36:44.728Z, 2020-04-25T16:38:23.797Z, 2020-04-25T16:45:11.805Z, 2020-04-25T16:47:30.460Z, 2020-04-25T16:54:19.939Z, 2020-04-25T16:56:58.776Z, 2020-04-25T17:19:42.569Z, 2020-04-25T18:10:06.463Z, 2020-04-25T18:10:17.792Z, 2020-04-25T18:10:39.953Z, 2020-04-25T18:12:11.016Z, 2020-04-25T18:12:12.906Z, 2020-04-25T18:51:43.888Z, 2020-04-25T18:55:52.152Z, 2020-04-25T19:52:29.693Z, 2020-04-25T20:24:55.018Z, 2020-04-25T20:58:57.907Z, 2020-04-25T22:21:56.114Z, 2020-04-25T23:33:02.846Z, 2020-04-26T01:06:22.829Z, 2020-04-26T01:08:17.500Z, 2020-04-26T01:08:46.159Z, 2020-04-26T01:17:56.039Z, 2020-04-26T01:54:02.603Z, 2020-04-26T02:07:39.081Z, 2020-04-26T05:39:22.557Z, 2020-04-26T05:45:02.406Z, 2020-04-26T05:45:19.004Z, 2020-04-26T06:12:41.609Z, 2020-04-26T06:18:09.220Z, 2020-04-26T16:34:44.699Z, 2020-04-26T16:34:46.424Z, 2020-04-26T16:35:13.919Z, 2020-04-26T16:35:14.377Z, 2020-04-26T16:35:33.879Z, 2020-04-26T16:36:11.369Z, 2020-04-26T16:41:07.979Z, 2020-04-26T16:47:58.684Z, 2020-04-26T16:50:02.703Z, 2020-04-26T16:57:29.228Z, 2020-04-26T17:58:18.437Z, 2020-04-26T19:27:24.339Z, 2020-04-26T19:52:35.266Z, 2020-04-26T22:05:50.278Z, 2020-04-27T12:28:48.685Z, 2020-04-27T16:20:15.328Z, 2020-04-27T16:20:51.632Z, 2020-04-27T16:23:31.281Z, 2020-04-27T16:30:58.100Z, 2020-04-27T16:36:39.058Z, 2020-04-27T16:55:55.792Z, 2020-04-27T16:57:32.014Z, 2020-04-27T17:59:49.784Z, 2020-04-28T21:31:06.519Z, 2020-04-28T21:32:05.814Z, 2020-04-28T21:33:28.735Z, 2020-04-28T21:38:42.061Z, 2020-04-28T21:49:43.035Z, 2020-04-28T21:56:00.883Z, 2020-04-28T22:50:13.829Z, 2020-04-29T16:24:39.171Z, 2020-04-29T16:27:25.674Z, 2020-04-29T16:36:30.456Z, 2020-04-29T19:58:11.470Z, 2020-04-29T22:57:22.284Z, 2020-04-29T22:57:32.117Z, 2020-04-29T22:57:46.047Z, 2020-04-29T23:01:18.421Z, 2020-04-29T23:56:29.144Z, 2020-04-30T03:56:33.451Z, 2020-04-30T05:36:09.648Z, 2020-04-30T06:40:56.889Z, 2020-05-01T15:57:52.366Z, 2020-05-01T15:59:58.919Z, 2020-05-01T16:00:14.591Z, 2020-05-01T20:30:53.312Z, 2020-05-01T20:35:24.779Z, 2020-05-03T02:09:27.513Z, 2020-05-03T02:10:47.073Z, 2020-05-03T02:11:06.445Z, 2020-05-03T02:12:08.803Z, 2020-05-03T02:39:55.508Z, 2020-05-03T04:35:34.278Z, 2020-05-03T17:02:55.450Z, 2020-05-03T19:17:16.832Z, 2020-05-04T20:28:49.769Z, 2020-05-04T20:31:16.605Z, 2020-05-04T20:37:02.029Z, 2020-05-04T21:08:02.588Z, 2020-05-04T22:52:19.294Z, 2020-05-04T23:06:11.287Z, 2020-05-05T00:07:02.802Z, 2020-05-05T00:11:39.848Z, 2020-05-05T16:07:12.341Z, 2020-05-05T16:07:12.742Z, 2020-05-05T16:10:36.986Z, 2020-05-05T16:15:20.374Z, 2020-05-05T16:15:42.774Z, 2020-05-05T16:53:55.022Z]>",User,,,,,,,Sat Mar 14 03:29:59 CET 2020,,,,"💞Complaciente, discreta, SOLO WHATSAPP, ❤️ 📲5533977213📱💕 sígueme en mi cuenta  @mariana77275325 pregunta x mi promo mañanera, cumplo fantasías💖💝👄",,http://pbs.twimg.com/profile_images/1247619668657012737/_jtXPWnN_bigger.jpg,69,5948,Mariana *CONTENIDO PARA MAYORES DE 21 AÑOS*,,,,
@el_profeta3,@el_profeta3,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:24.459Z, 2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.730Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.671Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.430Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.617Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.129Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.236Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Tue Jun 28 16:20:21 CEST 2011,,,,Chavista madurista y leal a la patria 🇻🇪⏩(! Leales siempre traidores nunca¡)⏪🇻🇪,,http://pbs.twimg.com/profile_images/1252611985134555138/pKmcuAB6_bigger.jpg,116,53,El_profeta3,"Barquisimeto estado Lara ",,,
@figuegerardo60,@figuegerardo60,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:24.459Z, 2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.730Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.671Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.430Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.617Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.129Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.236Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,,,,,,,,,,,,,,
@elisgimenez2,@elisgimenez2,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:24.459Z, 2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.730Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.671Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.430Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.617Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.129Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.236Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,,,,,,,,,,,,,,
@antoniojhs,@antoniojhs,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:24.459Z, 2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.730Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.671Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.430Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.617Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.129Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.236Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Sat Aug 21 06:31:10 CEST 2010,,,,"#UrbanismoDeLaGmvv (VILLA ALTO ORINOCO) MILITANTE DEL PSUV VOCERO COMUNICADOR DEL #ClapAltoOrinoco DE SIERRA PARIMA",,http://pbs.twimg.com/profile_images/1235323829972619265/NbnqMbzA_bigger.jpg,4556,3287,VIVA CHÁVEZ Y MADURO,"Puerto Ordáz, Venezuela",,,
@orledyp,@orledyp,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:24.459Z, 2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.730Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.671Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.430Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.617Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.129Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.236Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Sat Jul 06 15:18:01 CEST 2019,,,,tuiteros de la patria activo.,,http://pbs.twimg.com/profile_images/1147496555143995392/TLDQ5L71_bigger.jpg,175,205,Orledy Rafael Parra,"Barquisimeto, Venezuela",,,
@vilma_meche,@vilma_meche,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:24.459Z, 2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.730Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.671Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.430Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.617Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.129Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.236Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,,,,,,,,,,,,,,
@psuv36,@psuv36,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Mon Nov 18 18:49:54 CET 2019,,,,100% Chavista Madurista,,http://pbs.twimg.com/profile_images/1196486332375191552/tzv6NDqQ_bigger.jpg,5000,3589,TuiteroPSUV36,"Valencia, Venezuela",,,
@carlos_02cont,@carlos_02cont,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,,,,,,,,,,,,,,
@elcoleador2020,@elcoleador2020,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,,,,,,,,,,,,,,
@lalescoa2,@lalescoa2,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.688Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Tue Mar 24 17:11:36 CET 2020,,,,🌻Trabajadora Social 🌻,,http://pbs.twimg.com/profile_images/1242484515148349443/v6qWbNyi_bigger.jpg,1072,1304,Laleskha Guzman,"Puerto Ordáz, Venezuela",,,
@ronelrodriguez6,@ronelrodriguez6,"<[2020-04-25T15:27:45.465Z, 2020-04-25T15:28:37.819Z, 2020-04-25T15:30:13.431Z, 2020-04-25T15:30:13.434Z, 2020-04-25T15:32:07.732Z, 2020-04-25T15:38:06.674Z, 2020-04-25T15:41:20.432Z, 2020-04-25T16:10:37.316Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:17.314Z, 2020-04-25T16:56:26.140Z, 2020-04-25T20:05:23.504Z, 2020-04-25T20:25:13.141Z, 2020-04-25T21:11:38.054Z, 2020-04-25T21:37:29.271Z, 2020-04-26T01:04:38.689Z, 2020-04-26T03:01:53.023Z, 2020-04-26T13:35:27.210Z, 2020-04-26T13:53:31.618Z, 2020-04-29T00:49:02.130Z, 2020-04-29T00:49:50.239Z, 2020-04-29T00:50:49.024Z, 2020-04-29T01:19:33.443Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:09.276Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Fri Oct 20 09:16:24 CEST 2017,,,,"Ingeniero En Sistemas ,  Chavista De Corazon , Enamorado De La Vida .",,http://pbs.twimg.com/profile_images/1215120083074326528/X2kziklh_bigger.jpg,4991,3379,Patria Rebelde R̷R̷ 🇻🇪,Venezuela,,,
@gabovgomez,@gabovgomez,"<[2020-04-25T15:28:37.818Z, 2020-04-25T15:28:37.819Z, 2020-04-25T16:10:57.049Z, 2020-04-25T16:55:49.225Z, 2020-04-25T16:55:49.226Z, 2020-04-25T16:56:26.139Z, 2020-04-25T16:56:26.140Z, 2020-04-29T00:50:49.023Z, 2020-04-29T00:50:49.024Z, 2020-04-29T02:11:40.762Z, 2020-04-29T09:23:11.317Z]>",User,,,,,,,Sat Jul 13 17:29:14 CEST 2019,,,,Venezuela,,http://pbs.twimg.com/profile_images/1202381221080252417/-XhqtyzJ_bigger.jpg,185,833,GABRIEL BERROTERAN,"Caracas, Venezuela",,,
@tererubimoral,@tererubimoral,<[2020-04-25T15:28:43.220Z]>,User,,,,,,,Tue Jan 31 17:30:57 CET 2012,,,,"Enfermera, anticapitalista, feminista y defensora de los derechos humanos.",,http://pbs.twimg.com/profile_images/1005601104904802304/cURlR0dd_bigger.jpg,809,241,Tere #NoBorders 🔻,"Ciudad Pegaso, Madrid",,,
@asafeministasbc,@asafeministasbc,<[2020-04-25T15:28:43.220Z]>,User,,,,,,,Sat Jan 19 14:08:44 CET 2019,,,,Asamblea Feminista del distrito San Blas-Canillejas,,http://pbs.twimg.com/profile_images/1093078387307044864/PuWTxNj5_bigger.jpg,59,165,Asamblea Feminista SBC,"Madrid, Spain",,,
@patricio_pron,@patricio_pron,<[2020-04-25T15:29:26.681Z]>,User,,,,,,,Mon Feb 10 18:52:22 CET 2014,,,,,,http://pbs.twimg.com/profile_images/1251208673629741057/LtOOv8Xw_bigger.jpg,999,13190,Patricio Pron,,,,
@oceanocolombia,@oceanocolombia,<[2020-04-25T15:29:26.681Z]>,User,,,,,,,Thu May 02 23:14:19 CEST 2013,,,,"Cuenta oficial de Editorial Océano de Colombia, parte del Grupo Océano de Barcelona, España, con más de medio siglo de tradición editorial.",,http://pbs.twimg.com/profile_images/665205153906192384/QYhQ18sq_bigger.png,254,6978,Editorial Océano,Bogotá,,,
@adriandavid87,@adriandavid87,<[2020-04-25T15:30:00.067Z]>,User,,,,,,,Sat Apr 21 15:41:50 CEST 2018,,,,"#Escritor ciencia ficción, fantasía y terror / Amante de la literatura 
Ultimo libro 👇
#comoserundirectordejuegoendiezpasos",,http://pbs.twimg.com/profile_images/1147952863261466626/iHI6LNyP_bigger.png,2949,3263,Adrián González,"Zárate, Argentina",,,
@francistescrito,@francistescrito,"<[2020-04-25T15:30:00.067Z, 2020-04-25T21:10:11.639Z, 2020-04-27T09:43:03.781Z, 2020-05-01T08:32:46.023Z]>",User,,,,,,,Sat Feb 17 21:00:17 CET 2018,,,,"24. Escritor. 
Autor de LUCIÉRNAGAS. SANGRIENTAS.
Periodista. 
Licenciado en comunicación social.",,http://pbs.twimg.com/profile_images/1239744974587076609/1_0sPn11_bigger.jpg,781,546,Francisco Traslaviña Díaz 🦔,,,,
@clara_stvndlet,@clara_stvndlet,"<[2020-04-25T15:30:13.561Z, 2020-04-25T15:30:18.598Z]>",User,,,,,,,Sat Jan 21 14:37:23 CET 2012,,,,no hay nada más bello que las ruinas de una cosa bella,,http://pbs.twimg.com/profile_images/1204475042844880897/YEZZRx4y_bigger.jpg,552,762,clara ♀,,,,
@latalega_getafe,@latalega_getafe,"<[2020-04-25T15:30:13.561Z, 2020-04-25T15:30:13.565Z]>",User,,,,,,,Wed Dec 06 16:01:18 CET 2017,,,,"Más de medio siglo de vida en la que he hecho muchas cosas, las principales: ser hija, esposa, madre y abuela. Ahora colaboro en @OndaVecinal la radio de CGM",,http://pbs.twimg.com/profile_images/1137482020551102465/gncCknMO_bigger.jpg,467,212,Amalia (en 🏠),"Getafe, España",,,
@ondavecinal,@ondavecinal,"<[2020-04-25T15:30:13.561Z, 2020-04-25T15:30:13.565Z, 2020-04-25T15:30:18.598Z]>",User,,,,,,,Sun Jan 31 14:02:04 CET 2016,,,,"La emisora de radio vecinal de Getafe. 
Mas información en comunicacion@comunidadgetafemedia.es. Att Ángela María Díaz Rudilla. 
Whatsapp: 611190338",,http://pbs.twimg.com/profile_images/1038149283671945216/W2t2yXLk_bigger.jpg,385,518,Onda Vecinal Getafe,"Getafe, España",,,
@cineffo,@cineffo,<[2020-04-25T15:30:41.063Z]>,User,,,,,,,Tue Jun 14 21:51:27 CEST 2011,,,,Responsable de la unidad de cine de Donostia Kultura y de su Semana de Terror. Cinéfago junto al mar.,,http://pbs.twimg.com/profile_images/1213513462770475013/Dw-CTZS__bigger.jpg,608,2117,josemi beltran,Donostia,,,
